Nama,Jenis Khodam
Rika,Khodam Tikus Hitam
Ahmad,Khodam Kambing Bercahaya
Ahmad,Khodam Serigala Biru
Fahmi,Khodam Kelinci Hijau
Zahra,Khodam Burung Berkicau
Nani,Khodam Serigala Besar
Hadi,Khodam Serigala Hitam
Ujang,Khodam Buaya Biru
Nando,Khodam Naga Hitam
Abdul,Khodam Jangkrik Berirama
Johan,Khodam Gajah Besar
Faisal,Khodam Naga Air
Yoga,Khodam Naga Hijau
Koko,Khodam Tikus Air
Gina,Khodam Ular Hitam
Opik,Khodam Tupai Penari
Taufik,Khodam Burung Berkicau
Vicky,Khodam Kelinci Biru
Cahya,Khodam Tikus Air
Ujang,Khodam Naga Api
Rizal,Khodam Singa Besar
Ali,Khodam Jangkrik Berirama
Bagus,Khodam Serigala Berbintang
Joko,Khodam Naga Api
Yusuf,Khodam Kelinci Besar
Tomi,Khodam Kura-kura Bersayap
Vega,Khodam Naga Merah
Xena,Khodam Kuda Berkilau
Hafiz,Khodam Serigala Berbintang
Sinta,Khodam Kuda Besar
Nina,Khodam Burung Merah
Ayu,Khodam Tupai Merah
Adam,Khodam Katak Hijau
Rara,Khodam Kelinci Emas
Rara,Khodam Anjing Berbulu Emas
Widya,Khodam Kuda Terbang
Eko,Khodam Ular Pelangi
Qisya,Khodam Rusa Berbunga
Xaverius,Khodam Katak Hijau
Olga,Khodam Kura-kura Bersayap
Joko,Khodam Katak Hijau
Rian,Khodam Bebek Hijau
Hendra,Khodam Kuda Biru
Dani,Khodam Naga Air
Yola,Khodam Singa Air
Tina,Khodam Kelinci Hitam
Yoga,Khodam Kuda Kecil
Wahyu,Khodam Ular Kecil
Sigit,Khodam Ikan Warna-warni
Suci,Khodam Bebek Berbulu Warna-warni
Dodo,Khodam Kupu-kupu Merah
Bagus,Khodam Kuda Kecil
Wira,Khodam Bebek Berbulu Warna-warni
Koko,Khodam Gajah Biru
Zaki,Khodam Kelinci Biru
Vero,Khodam Kupu-kupu Merah
Fajar,Khodam Kelinci Merah
Elang,Khodam Katak Kecil
Nando,Khodam Bebek Berbulu Warna-warni
Sari,Khodam Buaya Pemintal
Rian,Khodam Ular Air
Budi,Khodam Kodok Berwarna
Adam,Khodam Ular Air
Irfan,Khodam Kuda Laut Menari
Mita,Khodam Kuda Kecil
Ilham,Khodam Burung Berkicau
Xena,Khodam Katak Biru
Qisya,Khodam Lebah Besar
Fina,Khodam Serigala Biru
Abdul,Khodam Kuda Terbang
Fahmi,Khodam Lebah Besar
Tomi,Khodam Lebah Penerang
Xiomara,Khodam Naga Biru
Zeni,Khodam Ular Hijau
Gina,Khodam Kuda Biru
Prasetyo,Khodam Gajah Mini
Hadi,Khodam Lebah Penerang
Elisa,Khodam Ayam Petarung
Hendra,Khodam Tupai Penari
Kirana,Khodam Ular Merah
Putri,Khodam Naga Hitam
Mila,Khodam Ikan Warna-warni
Helga,Khodam Rusa Berbunga
Joko,Khodam Harimau Hitam
Lila,Khodam Singa Air
Genta,Khodam Harimau Kecil
Lila,Khodam Kelinci Kecil
Sigit,Khodam Kucing Ajaib
Omar,Khodam Naga Biru
Yola,Khodam Naga Air
Omar,Khodam Kelinci Biru
Adam,Khodam Ular Hijau
Rosa,Khodam Kuda Berkilau
Johan,Khodam Serigala Berbintang
Opik,Khodam Naga Biru
Erwin,Khodam Tikus Air
Rara,Khodam Katak Api
Sari,Khodam Singa Besar
